"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"48","Tee Higgins","WR","CIN","0","28.9","4.1","3.9","-","4","BYE","11.9","19","-","-","-","6.6","9.2","22.1","25","2.9","","11.5","137.6"
"49","Marquise Brown","WR","ARI","8.7","17.4","17.1","16.6","16.1","7.4","7.9","15.3","6.4","3.8","3.2","14.8","0","BYE","0","-","-","","9.6","134.7"
"50","Darius Slayton","WR","NYG","4.5","9.2","6.2","4.3","5.5","10.9","3.2","0.9","9.9","5.1","18.2","3.6","BYE","3.4","10.3","18","20.6","","8.4","133.8"
"50","Diontae Johnson","WR","PIT","7.8","-","-","-","-","BYE","12.9","16.5","22","2.7","3.6","9","13.3","14.7","16.2","3.5","11.6","","11.2","133.8"
"52","Elijah Moore","WR","CLE","9.2","7.1","11.8","2","BYE","6.7","9.9","5","3.4","15.4","12","5.4","12.3","7.2","3.7","3.9","17.1","","8.3","132.1"
"53","Jerry Jeudy","WR","DEN","-","5.5","13.1","8.2","11","4.4","11.4","13","BYE","6.5","10.8","3.1","8.1","3.6","10.4","7.4","8.4","","8.3","124.9"
"54","Jahan Dotson","WR","WAS","9","5.2","4.1","12.7","6","0","9.3","24.8","16.9","0","11.3","10.2","4.3","BYE","2.2","5.1","0","","7.6","121.1"
"55","Wan'Dale Robinson","WR","NYG","-","-","6.1","9.7","6.9","14.2","3.2","1.7","13.5","2.6","6.7","6.6","BYE","17.5","6.5","4.6","19.9","","8.6","119.7"
"56","Josh Reynolds","WR","DET","12","23.6","-","9.9","17.6","8","6.3","0.3","BYE","3.5","2.1","9.5","2.2","13.4","6.1","2.6","2.3","","8","119.4"
"57","K.J. Osborn","WR","MIN","6.1","12.4","10.6","2.6","9.9","8.8","9.7","17.9","3.7","-","1.7","6.4","BYE","5.5","1.3","20.5","0","","7.8","117.1"
"58","DJ Chark Jr.","WR","CAR","-","2.5","18.6","4.8","13.2","5.6","BYE","4.3","8.9","-","0","6.4","8.6","4.6","2.8","27.8","2.8","","7.9","110.9"
"59","Tutu Atwell","WR","LAR","17.9","15.2","17.2","7.4","8.9","4","10.1","6.9","5.3","BYE","2.7","10.6","1.9","0","-","0","0","","7.2","108.1"
"60","Odell Beckham Jr.","WR","BAL","5.7","5.9","-","-","3.3","5.4","9.9","0","14.6","11","15.6","6.4","BYE","19.7","2.4","3.3","4.3","","7.7","107.5"
"61","Demario Douglas","WR","NE","8","1.9","3","6.5","3.4","-","11.4","7.9","10.5","14.4","BYE","10.9","-","-","6.3","12.4","7.3","","8","103.9"
"62","Noah Brown","WR","HOU","4.9","-","-","-","-","5.7","BYE","8.7","27.3","24.2","-","-","0","0","22.2","6.8","1.8","","10.2","101.6"
"63","Christian Watson","WR","GB","-","-","-","10.5","11.6","BYE","5.7","6.3","4.7","4.3","10.2","20.4","27.6","-","-","-","-","","11.3","101.3"
"64","Kendrick Bourne","WR","NE","24.4","6.9","8.6","5.6","6.3","19.3","16.3","12.6","-","-","BYE","-","-","-","-","-","-","","12.5","100"
"65","Michael Wilson","WR","ARI","3.9","8.6","10.6","26.6","2.8","9.2","5.6","9.8","-","6.4","-","-","-","BYE","0","0","15.5","","8.3","99"
"66","Rondale Moore","WR","ARI","7.5","2.4","16.2","0","10.6","6.6","4.6","4.1","1.8","9.3","12.4","5.5","1.6","BYE","2.8","5.6","6.4","","6.1","97.4"
"67","Khalil Shakir","WR","BUF","-","8.1","1.5","0","2.1","2.3","7.5","15.2","9.7","3.4","20.5","7.7","BYE","2.2","0","7.5","8.9","","6.4","96.6"
"68","Joshua Palmer","WR","LAC","1.4","4.3","14.6","10.7","BYE","10","18.3","5.4","-","-","0","-","-","-","21.3","9.7","-","","9.6","95.7"
"69","Dontayvion Wicks","WR","GB","0","12","8.5","0","2","BYE","3.4","4.8","6.9","8.1","12.1","-","7.3","4","15.7","10.9","-","","6.8","95.7"
"70","Alec Pierce","WR","IND","1.5","4.8","7.3","4.8","2","5.5","8.3","7.1","0","3.1","BYE","6.7","19","4.2","2.3","6","12.8","","6","95.4"
"71","Trey Palmer","WR","TB","8.8","3","1.8","8.6","BYE","6.7","1.5","5.2","8.1","4.1","6.8","5.7","4.5","1.8","1.5","8.2","16.4","","5.8","92.7"
"72","Kalif Raymond","WR","DET","3","13.7","9.5","4.8","7.5","5.6","4","4.2","BYE","6.6","1.5","14.6","0.9","4.5","2.2","5.7","2.1","","5.7","90.4"
"73","Michael Thomas","WR","NO","11.1","12.5","11","9.3","10.5","9.5","13.2","10.8","0","1.9","BYE","-","-","-","-","-","-","","9","89.8"
"74","Quentin Johnston","WR","LAC","2.9","1.7","3","2.8","BYE","0","3","10","3.6","13.4","4.1","1.7","10.2","12.1","10.3","5","5.9","","5.6","89.7"
"75","Robert Woods","WR","HOU","11.7","13.4","6.4","5.6","6","7.6","BYE","-","-","2.5","9.4","6","0","0.8","6","4.1","9.8","","6.4","89.3"
"76","Justin Watson","WR","KC","6.5","7.2","7.1","1.5","7.6","0","-","6.2","3.5","BYE","16.3","7.3","0","2.8","4.1","13.8","5.1","","5.9","89"
"77","Nelson Agholor","WR","BAL","0","17.3","7.9","1.4","10.4","6","8.2","0","1.2","0","10.7","3.1","BYE","8.2","0","10","3.8","","5.5","88.2"
"78","Michael Gallup","WR","DAL","2","1.3","15.2","11","3.5","5.4","BYE","4","3.9","15","6.1","2.3","0","13.8","1.9","2.4","0","","5.5","87.8"
"79","Demarcus Robinson","WR","LAR","-","-","-","-","-","-","-","-","2.5","BYE","4.4","3.3","15.5","13.6","14.7","20.2","13.2","","10.9","87.4"
"80","Nick Westbrook-Ikhine","WR","TEN","9.8","11.5","-","16.1","1.9","5.5","BYE","10.3","3.3","1.9","1.7","8.1","3.8","6.8","4.3","-","-","","6.5","85"
"81","Jonathan Mingo","WR","CAR","3.7","5.6","5.1","-","9.8","4.1","BYE","10.2","1.5","5","1.6","10","12.9","4.2","7.2","1.9","2","","5.7","84.8"
"82","Jameson Williams","WR","DET","-","-","-","-","2.2","13.3","0","3.6","BYE","3.8","12.4","7.1","10","0.4","8.7","9.3","9.5","","6.7","80.3"
"83","Darnell Mooney","WR","CHI","15.3","-","0","9.1","0","6.8","7.4","5.4","13.2","3.4","3.4","2.6","BYE","6.4","3.4","2.5","-","","5.6","78.9"
"84","Rashod Bateman","WR","BAL","6.5","4.8","1.6","-","1.8","3.5","5.6","7.2","5.8","4.5","8","4.1","BYE","4.4","6.9","2.4","9.4","","5.1","76.5"
"85","DeVante Parker","WR","NE","-","11.7","3.9","5.3","4","1.7","1.8","2.4","-","-","BYE","7.2","10.4","-","9.4","10.5","2.5","","5.9","70.8"
"86","Marvin Mims Jr.","WR","DEN","2.9","20.3","16.6","6.7","-0.6","0","-1.1","1","BYE","-0.3","3.2","5.5","2.3","3.1","1.1","7.3","-","","4.5","68"
"87","Zay Jones","WR","JAC","16.5","0","-","-","11.3","-","-","-","BYE","-","6","2","12.8","7.9","10.9","-","-","","8.4","67.4"
"88","Cedrick Wilson Jr.","WR","MIA","-","-","-","2.6","9.2","0","6.8","7.1","10.1","BYE","5.3","0","0","5","2.2","7.2","10.7","","5.1","66.2"
"89","Brandon Powell","WR","MIN","0","-2","1.5","0","9.2","4.9","10.9","2.2","9.5","7.5","6.2","7.7","BYE","0","0","8.3","0","","4.1","65.9"
"90","Chris Moore","WR","TEN","0","5.9","6.1","5.4","0","1.6","BYE","0","3.9","4.1","9.7","7.2","2.2","3.2","6.9","1.9","4.2","","3.9","62.3"
"91","Allen Robinson II","WR","PIT","11.4","3.2","6.4","1.8","7.9","BYE","1.7","0","2","0","5","2.1","4.9","3.1","4.9","7.6","0","","3.9","62"
"92","Greg Dortch","WR","ARI","0","0","0","0","0","0","0","-","1.2","0","13.6","11.7","2.9","BYE","4","12.5","15.2","","4.1","61.1"
"93","JuJu Smith-Schuster","WR","NE","7.3","7.8","1.5","2.4","3.6","-","-","7.3","11.1","1.9","BYE","3","2.1","13","-","-","-","","5.5","61"
"94","Brandon Johnson","WR","DEN","5.1","20.6","3.2","7.4","1.9","0","0","-","BYE","-","-","-","0","0","0","15.7","6.7","","5.1","60.6"
"95","Allen Lazard","WR","NYJ","6.6","4.3","6.9","15.1","6.3","1.8","BYE","7.5","3.8","2.7","0","-","0","0","5.1","0","-","","4.3","60.1"
"96","KaVontae Turpin","WR","DAL","10.5","2.5","0","6.1","9.6","0","BYE","2.3","7.5","-","4.3","10.4","2","2.2","0","1.8","0","","3.9","59.2"
"97","Jalin Hyatt","WR","NYG","0","10.9","-","3","0","5.1","9.5","0","3.9","0","1.7","15.9","BYE","3.3","0","0","5.5","","3.9","58.8"
"98","Tre Tucker","WR","LV","-","3.4","-","-","1.6","8.1","3.8","0","7.6","0.9","5","0","BYE","0","20.7","1.1","5.6","","4.4","57.8"
"99","Xavier Gipson","WR","NYJ","6","0","0","2.7","-2","1.8","BYE","0.3","5.2","3.4","-0.3","3.5","12.8","8.2","4.9","2.7","8.1","","3.6","57.3"
"100","Trenton Irwin","WR","CIN","0","-","-","2.7","14","0","BYE","4.4","0","13.4","6.6","3.5","3.5","0","0","7.7","1.4","","4.1","57.2"
"101","Marquez Valdes-Scantling","WR","KC","6.8","3.3","4.7","1.6","2.2","0","17.4","2.7","4.2","BYE","0","0.9","4.5","4.2","2.7","0","1.3","","3.5","56.5"
"102","Braxton Berrios","WR","MIA","7.2","4.8","5.3","17.4","3.3","4","1.7","2.8","0","BYE","-","0","0","3.3","2.2","0","3","","3.7","55"
"103","Jake Bobo","WR","SEA","-","1.3","7.5","0","BYE","6.3","16.1","10.6","0","3.3","1.8","1.6","1.9","0","1.4","1.8","1.4","","3.7","55"
"104","Skyy Moore","WR","KC","0.4","16","8.2","1.9","3.1","4.2","3.5","1.8","5.3","BYE","1.4","6.4","1.5","0","0","-","-","","3.8","53.7"
"105","Isaiah Hodgins","WR","NYG","1.4","14","0","5.4","3.9","0","3.3","0","0","0","4.2","8.2","BYE","10.2","0","0","2.8","","3.3","53.4"
"106","Kadarius Toney","WR","KC","1","8.8","0.9","4.2","7.7","9.4","2.3","1.1","2.8","BYE","4.6","-","0.6","7.1","2.5","-","-","","4.1","53"
"107","Calvin Austin III","WR","PIT","9.7","1.8","15.2","5.9","0","BYE","0.1","4.9","1","1.9","0","1.5","2","1.2","0","6.7","0","","3.2","51.9"
"108","Jauan Jennings","WR","SF","0","7.1","5.1","-","2.9","4.6","10.4","0","BYE","1.8","0","1.7","13.4","0","4.5","-","-","","4","51.5"
"109","Mike Williams","WR","LAC","8.5","16.6","25.1","-","BYE","-","-","-","-","-","-","-","-","-","-","-","-","","16.7","50.2"
"110","Jalen Tolbert","WR","DAL","0","4.8","-","9.3","0","-2","BYE","0","13.9","2.2","3.2","6.9","2.7","0","0","7.1","1.9","","3.3","50"
"111","Hunter Renfrow","WR","LV","-","3.3","3.7","3.2","1.7","0","3.4","3.9","5.2","1.5","9.2","7.8","BYE","5.6","0","0","0","","3.2","48.5"
"112","Lil'Jordan Humphrey","WR","DEN","9.1","1.4","-","2.1","0","0","0","0","BYE","2.4","0","2.3","2.2","2.2","10.6","0","14.9","","3.1","47.2"
"113","Mack Hollins","WR","ATL","6.1","9","3.3","0","4.9","7.1","0","4.7","6.6","-","BYE","-","-","1.4","-","0","0","","3.6","43.1"
"114","A.T. Perry","WR","NO","-","-","-","-","-","-","-","0","0","11.8","BYE","1.7","4","5.4","5.4","10.5","1.5","","4.5","40.3"
"114","Jamal Agnew","WR","JAC","-0.2","1.5","6.9","-","0.1","0","7.5","0","BYE","0","-","-","-","-","15","2.2","7.3","","3.7","40.3"
"114","Alex Erickson","WR","LAC","-","-","-","-","BYE","-","-","-","-","-","2.2","2.7","3.3","1.9","8.3","5.1","16.8","","5.8","40.3"
